Tibetan,English,Author
PM: ངས་ད་ལྟ་ལག་རྩལ་འདི་ཁྱབ་དེ་བས་ཆེ་བའི་ངང་བེད་སྤྱོད་བྱེད་པར་འབད་པ་བྱེད་ཀྱིན་ཡོད་པ་ནི་་་ཚང་མས་རང་ཉིད་ཀྱི་༼ དབང་པོ་ཨང་དྲུག་པ ༽ཡི་སྒྲིག་ཆས་གསར་བཟོ་ཐུབ་པིའ་ཆེད་དུ་ཡིན། མཁྲེཊ་ཆས་ནི་དོན་དངོས་ཐོག་བཟོ་ཁག་པོ་མེད། སོ་སོས་བཟོས་ཀྱང་ལས་སླ་པོ་རེད།,"PM: I'm trying to make this more available to people so that anyone can develop their own SixthSense device, because the hardware is actually not that hard to manufacture or hard to make your own.",ted2019
འདི་དག་ནི་ངས་རང་ཉིད་ཀྱི་ཁྱོ་གར་ཚང་དགོས་སྙམ་པའི་ཡོན་ཏན་དག་ཀྱང་གཅིག་འདྲ་རེད། ཁོང་ནི་སྦབྷ་རག་ཨོ་བྷ་མ་རེད།,"And these were the same qualities that I looked for in my own husband, Barack Obama.",ted2019
ཁྱོད་ངའི་ཕ་ལགས་རེད།,You are my father.,Tatoeba-2020.08
དེ་ལས་ཀྱང་དཀོན་པ་ཞིག་ནི།ང་ཡི་གནས་ཚུལ་འདི་ལྟ་བུ་སྟེ། རང་ཉིད་རྟོགས་པའི་འདུ་ཤེས་ཡོད་པ་མ་ཟད། སྐད་རིགས་ལའང་བྱང་ཆ་ཆེ་བ་དེ་རེད།,"And rarer still when accompanied, as in my case, by self-awareness and a mastery of language.",ted2019
དེས་ན།ང་ཚོའི་མ་འོངས་ཅི་འདྲ་ཞིག་ཡིན་རྒྱུ་རེད།,"So, what's the future?",ted2019
ངས་ཆི་ཁོ་ཧྥུ་(Chekhov)ཡི་བརྩམས་ཆོས་ཀློག་ཐེངས་རེ་དང་། ཁོས་མིའི་འཚོ་བར་འཛིན་པའི་ལྟ་བ་ཐུན་མོང་མ་ཡིན་པ་མྱོང་ཐེངས་རེར།ང་རང་ཉིད་ཀྱང་ རྩོམ་པ་པོ་ཞིག་ཏུ་གྱུར་དོན་ལ་ངེས་ཤེས་སྐྱེ་གི་འདུག,"Every time I read Chekhov and his unique vision of human life, I'm reminded of why I too became a writer.",ted2019
དེ་ལས།ང་ཡིས་ གཞན་ཞིག་ལབ་རྩིས་ཡིན། སྐྱེས་སྐར་དང་རང་སུམ་སྒྱུར་དང་བསྡུར་ན་ སྤྲོ་བ་ཡོད་པ་ཞིག་ལབ་རྒྱུ་ཡིན། ཅུང་གཏིང་ཟབ་པ་ཞིགང་ཡི་བསམ་བློ་དང་བར་ཐག་ཤིན་ཏུ་ཉེ་བ་འདྲ་ཡིན།,"I'm going to talk instead about something far more interesting than dates of birth or cube roots -- a little deeper and a lot closer, to my mind, than work.",ted2019
དེ་ནས་བཟུང་།ང་ཚོས་ཡུལ་སྐོར་པར་ང་ཚོར་པར་ལེན་རོཊ་བྱེད་དུ་བཅུག་པ་ཡིན།,This is when we started asking passing tourists to take the picture.,ted2019
ད་དུང་།ངོ་དེབ་དང་གུ་གལ་གཉིས་ཀྱིས་ཙི་ཙི་ཡི་གྲོགས་པོ་ཡིན་མདོག་སྟོན་གྱི་ཡོད་ཀྱང་། མཚམས་མཚམས་ཞི་མི་དང་མཉམ་དུ་མཐུན་འགྲིག་ཡོང་ཐབས་བྱེད་ཀྱི་འདུག།,"And also, like Facebook and Google, they claim they are friends of the mouse, but sometimes we see them dating the cats.",ted2019
ངས་ཁྱེད་ཐོས་བྱུང་། ཁྱེད་ནས་ང་སྙིང་སྟོབས་ཅན་བྱེད་དགོས་ཀྱི་ཡོད་པ་དེ་ཧ་གོ་གི་ཡོད་ཀྱང་། ད་ལྟ།ང་རང་ཚོར་བའི་དྲག་རླབས་ཀྱིས་ འཇིབས་ཤིང་། མཐའ་ནས་བསྐོར་ལ། རང་གི་རྣམ་ཤེས་གཙང་བཟོ་བྱེད་འདུན་དང་། གཞི་རྩ་བརྟན་པོ་ཞིག་གི་ཐོག་ཏུ། ཡང་བསྐྱར་ཐེངས་གཅིག་ལངས་ཏེ། མུ་མཐུད་འཐབ་རྩོད་དང་། ལས་རླུང་འཕྱུར་བའི་འབད་བརྩོན་ ཁྱེད་ཀྱི་ལབ་པ་ལྟར་བྱེད་ཀྱི་ཡོད།,"I hear you and I know that you would want me to be strong, but right now, I am being sucked down, surrounded and suffocated by these raging emotional waters, craving to cleanse my soul, trying to emerge on a firm footing one more time, to keep on fighting and flourishing just as you taught me.",ted2019
དེ་བསErezདང་ངེད་གཉིས་ཀྱིས་དུས་རབས12རིང་གི་ཨིན་སྐད་ནང་གི་ གཟུཊ་འགྱུར་བྱ་ཚིག100ལྷག་གི་འགྱུར་བར་ཉམས་ཞིབ་བྱས་པ་ཡིན།ངེད་གཉིས་ཀྱིས་འགྱུར་བ་དེ་དག་གི་ཁྲོད་ཆེས་སྟབས་བདེ་བའི་གྲངས་རིག་གི་ཆོས་ཉིད་ཅིག་གིས་ ཆེས་རྙོག་འཛིང་གི་ལོ་རྒྱུས་ཀྱི་འགྱུར་བ་མངོན་ཡོད་པ་རྟོགས། ཆོས་ཉིད་དེ་ནི། བྱ་ཚིག་ཅིག་བྱ་ཚིག་གཞན་ལས་ལྡབ100ཡིས་སྤྱོད་སྒོ་ཆེ་ན། དེ་ཉིད་གཟུགས་མི་འགྱུར་བའི་བྱ་ཚིག་ཏུ་འགྱུར་བའི་འགྲོས་ལྡབ10ཡིས་ཇེ་དལ་དུ་འགྲོ,"So Erez and I followed the fate of over 100 irregular verbs through 12 centuries of English language, and we saw that there's actually a very simple mathematical pattern that captures this complex historical change, namely, if a verb is 100 times more frequent than another, it regularizes 10 times slower.",ted2019
ང་སྦྱངས་འབྲས་མཐོ་ཤོར་རག་པར་དགའ།,I loved getting As.,ted2019
འདི་ང་ཚོས་དུས་ཚོད་ཉར་ཚགས་བྱེད་ཐབས་ཤིག་རེད། ཟླ10པའི་གཟའ་འཁོར་ཞིག་ཡིད་ལ་འཛིན་དུ་འཇུག་རྒྱུ་དང་། ལོ་ཟླ་དྲན་དུ་འཇུག་རྒྱུ་མ་ཟད།ང་ཚོ་ལོ་རེ་རེར་ཇི་ལྟར་འགྱུར་བའི་སྐོར་དང་། ལུས་པོ་ཙམ་མ་ཡིན་པར་ཕྱོགས་ཡོངས་ཀྱི་འགྱུར་བ་ཟེར་བ་ཡིན།,"They're also ways for us to freeze time for one week in October and reflect on our times and how we change from year to year, and not just physically, but in every way.",ted2019
དཔེར་ན། མཉམ་འཛོམས་དང་ཐུག་འཕྲད།སྤྲོ་འཆམ་ལྟ་བུའི་ཚིག་དག་འཁོད་ཚེ། རང་བཞིན་གྱིས་ཞིབ་འཇུག་བྱེད་ཀྱི་ཡོད་ལ། ཆབ་སྲིད་ཀྱི་གནད་དོན་ཡོད་མིན་ཞིབ་འཇུག་བྱེད་པར་གཏོང་གི་ཡོད།,"For example, anything you want to post, like ""get together"" or ""meet up"" or ""walk,"" it is automatically recorded and data mined and reported to a poll for further political analyzing.",ted2019
ཡིན་ནའང་ངས་ཁོ་གཉིས་ཀྱིས་ངར་ལབ་མྱོང་བའིསྒེར་ཚུགས་དང་འབྲེལ་འདྲིས། བྱམས་བརྩེ་སྐོར་གྱི་གཏམ་དེ་དག་དྲན་ཡོང་དུས། ཁོ་ཚོས་བཤད་པ་ནི་ རྒྱུན་ལྡན་གྱི་མི་ཞིག་གིས་བྱེད་མི་འདོད་པ་ཏག་ཏག་རེད།,"But I cast my mind back to the things that they've taught me about individuality and communication and love, and I realize that these are things that I wouldn't want to change with normality.",ted2019
ཁོང་ཚོས་རྗེས་སུ་འབྲངས་བའི་སྨན་པ་དང་།སྨན་ཞབས་མ།སྒྱུ་རྩལ་བ་དང་། རྩོམ་པ་པོ་ས་ཡ་མང་པོར་སྒོ་མོ་གསར་བ་གང་མང་བྱས་ཡོད།,"And they opened many new doors for millions of female doctors and nurses and artists and authors, all of whom have followed them.",ted2019
འདི911རྗེས་ཀྱི་བདུན་ཕྲག་འགའ་འགོར་རྗེས་བླངས་པ་ཡིན།སྐབས་དེར་ངས911ཉིན་གྱི་དོན་རྐྱེན་གསལ་བཤད་བྱ་རྩིས་བྱས་ཏེ། ལོ་ལྔ་སོན་པའི་ཕྲུ་གུ་ལ་གོ་བ་ཆགས་ཐབས་ཤིག་བྱས་པ་ཡིན།,"This one was taken just weeks after 9/11, and I found myself trying to explain what had happened that day in ways a five-year-old could understand.",ted2019
PM: ངས་ད་ལྟ་ལག་རྩལ་འདི་ཁྱབ་དེ་བས་ཆེ་བའི་ངང་བེད་སྤྱོད་བྱེད་པར་འབད་པ་བྱེད་ཀྱིན་ཡོད་པ་ནི་་་ ཚང་མས་རང་ཉིད་ཀྱི་༼ དབང་པོ་ཨང་དྲུག་པ ༽ཡི་སྒྲིག་ཆས་གསར་བཟོ་ཐུབ་པིའ་ཆེད་དུ་ཡིན། མཁྲེཊ་ཆས་ནི་དོན་དངོས་ཐོག་བཟོ་ཁག་པོ་མེད།སོ་སོས་བཟོས་ཀྱང་ལས་སླ་པོ་རེད།,"PM: I'm trying to make this more available to people so that anyone can develop their own SixthSense device, because the hardware is actually not that hard to manufacture or hard to make your own.",ted2019
ཁྱོད་ཚོའི་ནང་གི་ཁེར་རྐྱང་རིང་ལུགས་ཞེས་པ་འདི་གསལ་བོར་མི་ཤེས་པ་ཚོར་མཚོན་ན་་ དེ་ནི་ཀླད་པའི་ཤེས་བ་རྒྱུན་ལྡན་མ་ཡིན་པར་སྤྱི་ཚོགས་འབྲེལ་འདྲིས་དང་་་སློབ་སྦྱོང། ལུས་པོའི་ནུས་པ་སོགས་ལ་གནོད་པའི་དབང་རྩའི་ནད་ཅིག་རེད།,"Now, for you who may be less familiar with the term ""autism,"" it's a complex brain disorder that affects social communication, learning and sometimes physical skills.",ted2019
འུ་ཅག་གིས་ཡང་བསྐྱར་ཅིག་བྱེད།སྔོན་མ་ནང་བཞིན་ལག་གཡས་འོག་ནས་ཡོང་སྟེ་ དཀྲིས་བརྒྱབ་ནས་མདུད་པ་ཡིན་ན། འདི་ནི་སྒྲོག་སྟངས་དམ་པོ་དེའི་རིགས་ཡིན།,"If we start over and simply go the other direction around the bow, we get this, the strong form of the knot.",ted2019
ངས་དེའི་སྐོར་དེ་རིང་འདིར་བསམ་གཞིག་བྱེད་ཀྱི་ཡོད། གང་ལགས་ཞེ་ན།སློབ་གྲྭ་འདིའི་ནང་གི་ཁྱེད་ཚོ་ཚང་མ་ བར་སྟོང་འདི་གསུབ་པར་གལ་ཆེན་པོ་ཆགས་ཡོད་པས་ཡིན།,And I think about that today because I am reminded and convinced that all of you in this school are very important parts of closing that gap.,ted2019
